Symbol,GeneName,ProbeName,RefSeq,SAM rank
PRKD2,protein kinase D2,A_23_P78802,NM_016457,4657
DAP,death-associated protein,A_24_P243278,NM_004394,4658
STCH,"stress 70 protein chaperone, microsome-associated, 60kDa",A_23_P17606,NM_006948,4659
PERLD1,per1-like domain containing 1,A_24_P275828,NM_033419,4660
CLDN5,claudin 5 (transmembrane protein deleted in velocardiofacial syndrome),A_23_P6321,NM_003277,4661
AB052759,,A_24_P929807,b,4662
C6orf120,chromosome 6 open reading frame 120,A_24_P298846,NM_001029863,4663
THC2447899,,A_24_P722360,hc,4664
MEN1,multiple endocrine neoplasia I,A_23_P75453,NM_130803,4665
A_24_P367360,,A_24_P367360,,4666
ATP6V0A4,"ATPase, H+ transporting, lysosomal V0 subunit a isoform 4",A_23_P215111,NM_020632,4667
TEGT,testis enhanced gene transcript (BAX inhibitor 1),A_23_P204702,NM_003217,4668
EDEM1,"ER degradation enhancer, mannosidase alpha-like 1",A_23_P40975,NM_014674,4669
ENST00000358335,,A_23_P208870,ns,4670
ENST00000309260,,A_24_P323664,ns,4671
MGC45806,hypothetical protein MGC45806,A_23_P434919,NM_152304,4672
LAMP1,lysosomal-associated membrane protein 1,A_24_P304549,NM_005561,4673
ABHD2,abhydrolase domain containing 2,A_24_P142141,b,4674
PHF15,PHD finger protein 15,A_23_P416434,NM_015288,4675
AV714556,,A_32_P49164,b,4676
THC2334472,,A_32_P223706,hc,4677
GPM6A,glycoprotein M6A,A_23_P121545,NM_201591,4678
UHMK1,U2AF homology motif (UHM) kinase 1,A_23_P342067,NM_175866,4679
A_24_P75748,,A_24_P75748,,4680
OGFR,opioid growth factor receptor,A_23_P28707,NM_007346,4681
ATP11B,"ATPase, Class VI, type 11B",A_24_P111737,NM_014616,4682
RPL35,ribosomal protein L35,A_32_P25371,NM_007209,4683
SNX15,sorting nexin 15,A_24_P198217,NM_147777,4684
KIAA0947,KIAA0947 protein,A_32_P35800,b,4685
EPS15L1,epidermal growth factor receptor pathway substrate 15-like 1,A_23_P38941,NM_021235,4686
PDE4DIP,phosphodiesterase 4D interacting protein (myomegalin),A_23_P350059,b,4687
RBM21,RNA binding motif protein 21,A_23_P53015,NM_022830,4688
MGC2963,hypothetical protein MGC2963,A_23_P78134,NM_001014764,4689
ABCA6,"ATP-binding cassette, sub-family A (ABC1), member 6",A_23_P500400,NM_080284,4690
THC2429621,,A_24_P47211,hc,4691
KIAA0174,KIAA0174,A_24_P339157,NM_014761,4692
TNFRSF21,"tumor necrosis factor receptor superfamily, member 21",A_23_P30666,NM_014452,4693
A_24_P178764,,A_24_P178764,,4694
PTPN6,"protein tyrosine phosphatase, non-receptor type 6",A_23_P162486,NM_002831,4695
FAM46C,"family with sequence similarity 46, member C",A_24_P935893,NM_017709,4696
ENST00000329156,,A_24_P24685,ns,4697
ENST00000321005,,A_24_P75708,ns,4698
STK32C,serine/threonine kinase 32C,A_24_P64329,NM_173575,4699
MLF2,myeloid leukemia factor 2,A_23_P13873,NM_005439,4700
TMX2,thioredoxin-related transmembrane protein 2,A_24_P152635,NM_015959,4701
OXTR,oxytocin receptor,A_24_P337104,NM_000916,4702
RPL6,ribosomal protein L6,A_32_P215714,NM_000970,4703
C8orf6,chromosome 8 open reading frame 6,A_23_P407601,b,4704
A_24_P6850,,A_24_P6850,,4705
MPDU1,mannose-P-dolichol utilization defect 1,A_23_P26799,NM_004870,4706
ENST00000246872,,A_32_P75501,ns,4707
SH2D3A,SH2 domain containing 3A,A_24_P262728,NM_005490,4708
DNAJA3,"DnaJ (Hsp40) homolog, subfamily A, member 3",A_23_P118306,NM_005147,4709
LOC253981,hypothetical protein LOC253981,A_32_P116206,b,4710
EXOSC6,exosome component 6,A_24_P39639,NM_058219,4711
LAX1,lymphocyte transmembrane adaptor 1,A_24_P370952,NM_017773,4712
SYNE2,"spectrin repeat containing, nuclear envelope 2",A_23_P205553,NM_182910,4713
SFRS16,"splicing factor, arginine/serine-rich 16 (suppressor-of-white-apricot homolog, Drosophila)",A_23_P78517,NM_007056,4714
C1orf91,chromosome 1 open reading frame 91,A_23_P200396,NM_019118,4715
MUS81,MUS81 endonuclease homolog (yeast),A_23_P161634,NM_025128,4716
LOC90835,hypothetical protein LOC90835,A_24_P842002,NM_001014979,4717
TEF,thyrotrophic embryonic factor,A_24_P151582,NM_003216,4718
RHOBTB3,Rho-related BTB domain containing 3,A_23_P92710,NM_014899,4719
IFNAR1,"interferon (alpha, beta and omega) receptor 1",A_23_P17633,NM_000629,4720
NACA,nascent-polypeptide-associated complex alpha polypeptide,A_23_P162228,NM_005594,4721
THC2339926,,A_24_P859032,hc,4722
JM11,JM11 protein,A_24_P48983,NM_033626,4723
ANKRD25,ankyrin repeat domain 25,A_24_P324787,NM_015493,4724
CDK5RAP2,CDK5 regulatory subunit associated protein 2,A_23_P83110,NM_018249,4725
DAB2,"disabled homolog 2, mitogen-responsive phosphoprotein (Drosophila)",A_23_P257871,NM_001343,4726
ENST00000321577,,A_24_P341089,ns,4727
A_32_P140312,,A_32_P140312,,4728
GTSE1,G-2 and S-phase expressed 1,A_23_P57588,NM_016426,4729
RNF5,ring finger protein 5,A_23_P8095,NM_006913,4730
A_32_P233713,,A_32_P233713,,4731
TOMM40,translocase of outer mitochondrial membrane 40 homolog (yeast),A_24_P178093,NM_006114,4732
RNH1,ribonuclease/angiogenin inhibitor 1,A_24_P415601,NM_002939,4733
BC053669,,A_24_P820087,b,4734
YWHAZ,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide",A_32_P97489,NM_145690,4735
ZNF576,zinc finger protein 576,A_24_P293120,NM_024327,4736
BMP2K,BMP2 inducible kinase,A_23_P334282,NM_017593,4737
A_24_P850187,,A_24_P850187,,4738
ZDHHC3,"zinc finger, DHHC-type containing 3",A_24_P342880,NM_016598,4739
TOR3A,"torsin family 3, member A",A_23_P115313,NM_022371,4740
DDX39,DEAD (Asp-Glu-Ala-Asp) box polypeptide 39,A_23_P78664,NM_138998,4741
ENST00000361267,,A_24_P650893,ns,4742
RFT1,RFT1 homolog (S. cerevisiae),A_23_P155441,NM_052859,4743
CAPN10,calpain 10,A_23_P312217,NM_023087,4744
DKFZp762A217,hypothetical protein DKFZp762A217,A_23_P382705,NM_152588,4745
BC030813,,A_32_P39440,b,4746
SFTPA1,"surfactant, pulmonary-associated protein A1",A_24_P928658,NM_005411,4747
THC2357608,,A_32_P118481,hc,4748
DKFZP434P211,POM121-like protein,A_24_P204697,b,4749
SLC35F3,"solute carrier family 35, member F3",A_23_P422212,NM_173508,4750
DTYMK,deoxythymidylate kinase (thymidylate kinase),A_23_P135364,NM_012145,4751
HOOK2,hook homolog 2 (Drosophila),A_23_P153441,NM_013312,4752
RPL37,ribosomal protein L37,A_24_P20777,NM_000997,4753
SLC35D1,"solute carrier family 35 (UDP-glucuronic acid/UDP-N-acetylgalactosamine dual transporter), member D1",A_23_P357929,NM_015139,4754
ACADM,"acyl-Coenzyme A dehydrogenase, C-4 to C-12 straight chain",A_23_P96761,NM_000016,4755
PARK7,"Parkinson disease (autosomal recessive, early onset) 7",A_23_P74740,NM_007262,4756
A_24_P101694,,A_24_P101694,,4757
LOC441244,"chaperonin containing TCP1, subunit 6A-like",A_24_P491087,b,4758
TSPAN17,tetraspanin 17,A_23_P425516,NM_012171,4759
CR603951,,A_24_P551067,b,4760
ZC3HAV1,"zinc finger CCCH-type, antiviral 1",A_23_P425224,NM_020119,4761
ACOX1,"acyl-Coenzyme A oxidase 1, palmitoyl",A_23_P206945,NM_004035,4762
PHLDB2,"pleckstrin homology-like domain, family B, member 2",A_24_P240166,NM_145753,4763
GRM8,"glutamate receptor, metabotropic 8",A_32_P8221,NM_000845,4764
A_24_P238996,,A_24_P238996,,4765
GDAP1,ganglioside-induced differentiation-associated protein 1,A_23_P421587,NM_018972,4766
C3orf17,chromosome 3 open reading frame 17,A_24_P921155,b,4767
SLC4A4,"solute carrier family 4, sodium bicarbonate cotransporter, member 4",A_23_P22205,NM_003759,4768
LRRC45,leucine rich repeat containing 45,A_23_P381461,NM_144999,4769
DNAJC4,"DnaJ (Hsp40) homolog, subfamily C, member 4",A_23_P312610,b,4770
A_24_P375435,,A_24_P375435,,4771
HYPK,Huntingtin interacting protein K,A_23_P117683,NM_016400,4772
YT521,splicing factor YT521-B,A_24_P208961,NM_133370,4773
GTF3C5,"general transcription factor IIIC, polypeptide 5, 63kDa",A_23_P112406,NM_012087,4774
PIK4CB,"phosphatidylinositol 4-kinase, catalytic, beta polypeptide",A_24_P222860,NM_002651,4775
A_32_P118556,,A_32_P118556,,4776
MLLT6,"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 6",A_32_P718498,NM_005937,4777
MAGED1,"melanoma antigen family D, 1",A_24_P391526,NM_001005333,4778
TMED4,transmembrane emp24 protein transport domain containing 4,A_24_P163537,NM_182547,4779
MAP3K4,mitogen-activated protein kinase kinase kinase 4,A_23_P42096,NM_005922,4780
DKFZp564K142,implantation-associated protein,A_24_P105164,NM_032121,4781
HOXB2,homeo box B2,A_23_P107283,NM_002145,4782
ZGPAT,"zinc finger, CCCH-type with G patch domain",A_24_P96325,NM_181484,4783
ZNF446,zinc finger protein 446,A_24_P349676,NM_017908,4784
PYDC1,pyrin domain containing 1,A_23_P407614,NM_152901,4785
A_32_P196669,,A_32_P196669,,4786
SRPK2,SFRS protein kinase 2,A_23_P406438,NM_182691,4787
EIF3S7,"eukaryotic translation initiation factor 3, subunit 7 zeta, 66/67kDa",A_23_P91699,NM_003753,4788
SRPRB,"signal recognition particle receptor, B subunit",A_23_P80773,NM_021203,4789
RPS10,ribosomal protein S10,A_23_P356484,NM_001014,4790
FLJ10774,N-acetyltransferase-like protein,A_23_P87329,NM_024662,4791
BTBD7,BTB (POZ) domain containing 7,A_24_P721898,NM_001002860,4792
LZTS2,"leucine zipper, putative tumor suppressor 2",A_23_P149847,NM_032429,4793
PDE3B,"phosphodiesterase 3B, cGMP-inhibited",A_23_P116114,NM_000922,4794
ARL4,ADP-ribosylation factor-like 4,A_32_P806841,NM_005738,4795
C9orf7,chromosome 9 open reading frame 7,A_23_P123692,NM_017586,4796
A_23_P5171,,A_23_P5171,,4797
KIAA1856,KIAA1856 protein,A_23_P377434,b,4798
TACC2,"transforming, acidic coiled-coil containing protein 2",A_23_P127186,NM_206862,4799
FZD1,frizzled homolog 1 (Drosophila),A_24_P38276,NM_003505,4800
AK091970,,A_32_P18931,b,4801
ELMO1,"engulfment and cell motility 1 (ced-12 homolog, C. elegans)",A_23_P122937,NM_014800,4802
ATF2,activating transcription factor 2,A_24_P246467,NM_001880,4803
KIAA1049,KIAA1049 protein,A_23_P49220,NM_014972,4804
CNN2,calponin 2,A_23_P16673,NM_004368,4805
CD38,CD38 antigen (p45),A_23_P167328,NM_001775,4806
dJ612B15.1,similar to dJ612B15.1 (novel protein similar to 60S ribosomal protein L17 (RPL17)),A_24_P127312,NM_001007539,4807
HLC-8,lung cancer-related protein 8,A_23_P207927,b,4808
ABHD3,abhydrolase domain containing 3,A_23_P305759,NM_138340,4809
POLR3H,polymerase (RNA) III (DNA directed) polypeptide H (22.9kD),A_32_P201496,NM_001018052,4810
DOK2,"docking protein 2, 56kDa",A_23_P134851,NM_003974,4811
ZFP91,zinc finger protein 91 homolog (mouse),A_23_P203344,NM_053023,4812
LOC147965,hypothetical protein LOC147965,A_23_P369983,NM_174905,4813
FLJ13848,hypothetical protein FLJ13848,A_32_P72466,NM_024771,4814
BQ893048,,A_32_P110433,b,4815
MUSTN1,"musculoskeletal, embryonic nuclear protein 1",A_24_P272310,NM_205853,4816
DPF2,"D4, zinc and double PHD fingers family 2",A_23_P127446,NM_006268,4817
C18orf45,chromosome 18 open reading frame 45,A_23_P89824,NM_032933,4818
CEPT1,choline/ethanolamine phosphotransferase 1,A_24_P233944,NM_001007794,4819
C5orf18,chromosome 5 open reading frame 18,A_32_P131377,NM_005669,4820
ZFP36L2,"zinc finger protein 36, C3H type-like 2",A_23_P101960,NM_006887,4821
A_24_P392436,,A_24_P392436,,4822
GPSM3,"G-protein signalling modulator 3 (AGS3-like, C. elegans)",A_23_P219060,NM_022107,4823
TBRG4,transforming growth factor beta regulator 4,A_23_P215658,NM_030900,4824
GAPDH,glyceraldehyde-3-phosphate dehydrogenase,A_23_P13899,NM_002046,4825
OGG1,8-oxoguanine DNA glycosylase,A_24_P414183,NM_016819,4826
KIAA0652,KIAA0652 gene product,A_24_P295601,NM_014741,4827
STARD8,START domain containing 8,A_23_P387630,NM_014725,4828
CCT4,"chaperonin containing TCP1, subunit 4 (delta)",A_23_P102420,NM_006430,4829
THC2409519,,A_32_P108033,hc,4830
NYREN18,NEDD8 ultimate buster-1,A_24_P935652,b,4831
ALS2CL,ALS2 C-terminal like,A_32_P420009,NM_147129,4832
CTAGE6,"CTAGE family, member 6",A_24_P67280,b,4833
PTPRK,"protein tyrosine phosphatase, receptor type, K",A_32_P99100,NM_002844,4834
FCRL4,Fc receptor-like 4,A_23_P115201,NM_031282,4835
ACADVL,"acyl-Coenzyme A dehydrogenase, very long chain",A_23_P207650,NM_000018,4836
FTMT,ferritin mitochondrial,A_32_P160896,NM_177478,4837
NCF4,"neutrophil cytosolic factor 4, 40kDa",A_23_P109508,NM_000631,4838
LOC440504,LOC440504,A_32_P43911,b,4839
BC053632,,A_32_P177797,b,4840
ASB1,ankyrin repeat and SOCS box-containing 1,A_23_P165360,NM_016114,4841
C20orf3,chromosome 20 open reading frame 3,A_23_P109201,NM_020531,4842
PRKCI,"protein kinase C, iota",A_24_P461118,NM_002740,4843
A_32_P138933,,A_32_P138933,,4844
CR593388,,A_24_P576191,b,4845
THC2320431,,A_24_P194347,hc,4846
PCK2,phosphoenolpyruvate carboxykinase 2 (mitochondrial),A_23_P128817,NM_004563,4847
CNOT3,"CCR4-NOT transcription complex, subunit 3",A_23_P38987,NM_014516,4848
FLAD1,"Fad1, flavin adenine dinucleotide synthetase, homolog (yeast)",A_32_P318086,NM_025207,4849
SEPX1,"selenoprotein X, 1",A_23_P129492,NM_016332,4850
GTF2IRD2,GTF2I repeat domain containing 2,A_23_P59616,NM_173537,4851
RPS2,ribosomal protein S2,A_23_P106708,NM_002952,4852
PDIA3,"protein disulfide isomerase family A, member 3",A_23_P99883,NM_005313,4853
NDUFV1,"NADH dehydrogenase (ubiquinone) flavoprotein 1, 51kDa",A_23_P127353,NM_007103,4854
CHEK2,CHK2 checkpoint homolog (S. pombe),A_23_P109452,NM_001005735,4855
AASDH,2-aminoadipic 6-semialdehyde dehydrogenase,A_24_P383076,NM_181806,4856
THC2312585,,A_32_P232035,hc,4857
CR933624,,A_24_P15658,b,4858
ChGn,"chondroitin beta1,4 N-acetylgalactosaminyltransferase",A_23_P134835,NM_018371,4859
ACTB,"actin, beta",A_32_P137939,NM_001101,4860
ZFP276,zinc finger protein 276 homolog (mouse),A_23_P163630,NM_152287,4861
SCYL1BP1,SCY1-like 1 binding protein 1,A_23_P368145,NM_152281,4862
FLJ22709,hypothetical protein FLJ22709,A_23_P90523,NM_024578,4863
KBTBD2,kelch repeat and BTB (POZ) domain containing 2,A_24_P12539,NM_015483,4864
A_24_P796274,,A_24_P796274,,4865
NDUFA9,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 9, 39kDa",A_24_P361006,NM_005002,4866
FBXO6,F-box protein 6,A_23_P97064,NM_018438,4867
CHP,calcium binding protein P22,A_23_P100111,NM_007236,4868
RPL9,ribosomal protein L9,A_24_P126890,NM_000661,4869
PREP,prolyl endopeptidase,A_23_P133755,NM_002726,4870
C9orf74,chromosome 9 open reading frame 74,A_23_P94689,NM_030914,4871
SELO,selenoprotein O,A_24_P341853,NM_031454,4872
LENG1,leukocyte receptor cluster (LRC) member 1,A_23_P208523,NM_024316,4873
A_24_P307065,,A_24_P307065,,4874
C3orf21,chromosome 3 open reading frame 21,A_23_P345710,NM_152531,4875
KLHDC4,kelch domain containing 4,A_24_P8075,b,4876
BG167658,,A_24_P618077,b,4877
BTG2,"BTG family, member 2",A_23_P62901,NM_006763,4878
GAN,giant axonal neuropathy (gigaxonin),A_23_P88873,NM_022041,4879
FLJ35767,FLJ35767 protein,A_23_P375165,NM_207459,4880
PIK3R3,"phosphoinositide-3-kinase, regulatory subunit 3 (p55, gamma)",A_24_P156781,NM_003629,4881
GEMIN7,gem (nuclear organelle) associated protein 7,A_23_P89910,NM_024707,4882
LMAN2L,"lectin, mannose-binding 2-like",A_23_P142708,NM_030805,4883
AI638367,,A_32_P16263,b,4884
VAV1,vav 1 oncogene,A_23_P38959,NM_005428,4885
AAK1,AP2 associated kinase 1,A_24_P299271,NM_014911,4886
FLJ10324,hypothetical protein FLJ10324,A_24_P943011,NM_018059,4887
CR603437,,A_32_P171313,b,4888
KIAA0907,KIAA0907,A_24_P350744,NM_014949,4889
DHX30,DEAH (Asp-Glu-Ala-His) box polypeptide 30,A_23_P166609,NM_014966,4890
EHMT2,euchromatic histone-lysine N-methyltransferase 2,A_24_P801451,NM_006709,4891
TARSL2,threonyl-tRNA synthetase-like 2,A_23_P129128,NM_152334,4892
AMID,apoptosis-inducing factor (AIF)-like mitochondrion-associated inducer of death,A_23_P138567,NM_032797,4893
KIAA1387,KIAA1387 protein,A_24_P194931,NM_020463,4894
RGS17,regulator of G-protein signalling 17,A_23_P156861,NM_012419,4895
THC2338051,,A_23_P81094,hc,4896
RB1,retinoblastoma 1 (including osteosarcoma),A_23_P204850,NM_000321,4897
Cep152,KIAA0912 protein,A_32_P14978,b,4898
PDLIM2,PDZ and LIM domain 2 (mystique),A_23_P20285,NM_021630,4899
THC2315069,,A_32_P172545,hc,4900
ARS2,arsenate resistance protein ARS2,A_24_P383080,NM_182800,4901
CAPNS1,"calpain, small subunit 1",A_23_P67648,NM_001749,4902
RB1CC1,RB1-inducible coiled-coil 1,A_23_P9056,NM_014781,4903
A_24_P204144,,A_24_P204144,,4904
RAI16,retinoic acid induced 16,A_23_P157620,NM_022749,4905
PLCL4,phospholipase C-like 4,A_24_P62469,b,4906
SMARCD1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1",A_23_P204745,NM_139071,4907
CD511705,,A_32_P126832,b,4908
NUMB,numb homolog (Drosophila),A_23_P88381,NM_001005743,4909
GM632,KIAA1196 protein,A_23_P28730,NM_020713,4910
MGC45866,leucine-rich repeat kinase 1,A_23_P345707,NM_152259,4911
PPAPDC1B,phosphatidic acid phosphatase type 2 domain containing 1B,A_23_P329971,NM_032483,4912
COPG,"coatomer protein complex, subunit gamma",A_23_P44617,NM_016128,4913
STARD13,START domain containing 13,A_24_P210420,NM_178006,4914
A_24_P247014,,A_24_P247014,,4915
LOC255104,hypothetical protein LOC255104,A_23_P158277,NM_181719,4916
COMMD7,COMM domain containing 7,A_23_P420428,NM_053041,4917
ATP10D,"ATPase, Class V, type 10D",A_24_P919399,NM_020453,4918
MGC40170,hypothetical LOC253128,A_23_P342398,b,4919
LRRC16,leucine rich repeat containing 16,A_23_P19369,NM_017640,4920
A_24_P247324,,A_24_P247324,,4921
PHKB,"phosphorylase kinase, beta",A_23_P206532,NM_000293,4922
CCNL2,cyclin L2,A_24_P51588,NM_030937,4923
PSMD9,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 9",A_23_P203994,NM_002813,4924
AXIN2,"axin 2 (conductin, axil)",A_23_P148015,NM_004655,4925
RPS10,ribosomal protein S10,A_32_P164630,NM_001014,4926
A_24_P126691,,A_24_P126691,,4927
SLC30A5,"solute carrier family 30 (zinc transporter), member 5",A_23_P160103,NM_022902,4928
HMOX2,heme oxygenase (decycling) 2,A_23_P100501,NM_002134,4929
IXL,intersex-like (Drosophila),A_32_P138330,NM_017592,4930
SLC25A4,"solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 4",A_24_P206047,NM_001151,4931
CNGB1,cyclic nucleotide gated channel beta 1,A_23_P37718,NM_001297,4932
RTKN,rhotekin,A_23_P120056,NM_033046,4933
A_23_P156562,,A_23_P156562,,4934
PPGB,protective protein for beta-galactosidase (galactosialidosis),A_24_P74371,NM_000308,4935
ENST00000308482,,A_23_P435183,ns,4936
THC2317139,,A_32_P34970,hc,4937
X57802,,A_24_P519504,b,4938
IL1R1,"interleukin 1 receptor, type I",A_23_P68006,NM_000877,4939
SACM1L,SAC1 suppressor of actin mutations 1-like (yeast),A_23_P212383,NM_014016,4940
MFAP3,microfibrillar-associated protein 3,A_23_P167711,NM_005927,4941
ENST00000305954,,A_23_P320837,ns,4942
PHTF1,putative homeodomain transcription factor 1,A_24_P393864,NM_006608,4943
C19orf24,chromosome 19 open reading frame 24,A_23_P130926,NM_017914,4944
GOLT1B,golgi transport 1 homolog B (S. cerevisiae),A_23_P162425,NM_016072,4945
ITGB8,"integrin, beta 8",A_32_P117322,b,4946
CDCA3,cell division cycle associated 3,A_23_P162476,NM_031299,4947
KIAA1598,KIAA1598,A_23_P202587,NM_018330,4948
POMGNT1,"protein O-linked mannose beta1,2-N-acetylglucosaminyltransferase",A_23_P96812,NM_017739,4949
RPS18,ribosomal protein S18,A_23_P214666,NM_022551,4950
FLJ36878,hypothetical protein FLJ36878,A_32_P112380,NM_178518,4951
THC2369196,,A_32_P71796,hc,4952
ENST00000334720,,A_23_P336838,ns,4953
CPM,carboxypeptidase M,A_23_P162668,NM_001874,4954
BC067244,,A_23_P123315,b,4955
SESN1,sestrin 1,A_23_P93562,NM_014454,4956
A_32_P23872,,A_32_P23872,,4957
FLNA,"filamin A, alpha (actin binding protein 280)",A_23_P96568,NM_001456,4958
SLC16A7,"solute carrier family 16 (monocarboxylic acid transporters), member 7",A_23_P117059,NM_004731,4959
ENOSF1,enolase superfamily member 1,A_23_P15906,NM_017512,4960
A_24_P530690,,A_24_P530690,,4961
GUK1,guanylate kinase 1,A_23_P201097,NM_000858,4962
NDUFA9,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 9, 39kDa",A_23_P76499,NM_005002,4963
LIG1,"ligase I, DNA, ATP-dependent",A_23_P39116,NM_000234,4964
KIAA0329,KIAA0329,A_23_P394216,NM_014844,4965
AK130366,,A_32_P101334,b,4966
SEC23B,Sec23 homolog B (S. cerevisiae),A_23_P6119,NM_032986,4967
ZC3H11A,zinc finger CCCH-type containing 11A,A_32_P130265,NM_014827,4968
ZNF650,zinc finger protein 650,A_23_P5405,NM_172070,4969
THC2270208,,A_24_P930551,hc,4970
RPL21,ribosomal protein L21,A_32_P203154,NM_000982,4971
UGT2B10,"UDP glucuronosyltransferase 2 family, polypeptide B10",A_23_P7342,NM_001075,4972
LOC388817,peptidylprolyl isomerase A-like,A_23_P258340,NM_001008741,4973
GNB4,"guanine nucleotide binding protein (G protein), beta polypeptide 4",A_32_P184916,NM_021629,4974
UHRF1,"ubiquitin-like, containing PHD and RING finger domains, 1",A_23_P208880,NM_013282,4975
PREPL,prolyl endopeptidase-like,A_23_P165325,NM_006036,4976
DIP,death-inducing-protein,A_24_P23258,NM_015124,4977
RPL3,ribosomal protein L3,A_23_P68942,NM_000967,4978
CKAP4,cytoskeleton-associated protein 4,A_23_P48056,NM_006825,4979
C5orf13,chromosome 5 open reading frame 13,A_24_P149124,NM_004772,4980
EPB41L5,erythrocyte membrane protein band 4.1 like 5,A_23_P209298,b,4981
